article_id,manual_sentiment,manual_category
N004895,neutral,other
N004897,neutral,market_industry
N004898,neutral,other
N004901,neutral,leadership
N004902,neutral,legal_regulatory
N004904,neutral,other
N004906,neutral,leadership
N004907,neutral,leadership
N004908,neutral,ma_ownership
N004910,neutral,leadership
N004911,neutral,leadership
N004912,neutral,other
N004913,neutral,debt_bond
N004914,neutral,ma_ownership
N004915,neutral,leadership
N004916,neutral,leadership
N004917,neutral,leadership
N004919,positive,market_industry
N004920,neutral,other
N004927,neutral,other
N004928,neutral,leadership
N004929,neutral,leadership
N004930,neutral,leadership
N004932,neutral,ma_ownership
N004933,neutral,ma_ownership
N004934,neutral,market_industry
N004936,neutral,other
N004938,positive,other
N004939,neutral,market_industry
N004940,neutral,leadership
N004941,positive,other
N004942,negative,leadership
N004945,positive,market_industry
N004946,neutral,other
N004949,neutral,capital_issuance
N004951,neutral,other
N004952,neutral,ma_ownership
N004953,neutral,ma_ownership
N004956,neutral,other
N004957,neutral,other
N004958,neutral,other
N004959,neutral,other
N004960,neutral,project_contract
N004962,neutral,leadership
N004963,neutral,leadership
N004967,neutral,other
N004969,neutral,leadership
N004970,neutral,ma_ownership
N004971,neutral,leadership
N004972,neutral,market_industry
N004973,neutral,earnings
N004975,neutral,market_industry
N004976,neutral,other
N004977,neutral,other
N004978,neutral,market_industry
N004981,neutral,other
N004982,neutral,other
N004983,neutral,leadership
N004985,neutral,market_industry
N004986,neutral,ma_ownership
N004987,neutral,other
N004993,neutral,other
N004994,neutral,market_industry
N004996,neutral,ma_ownership
N004997,positive,project_contract
N004998,neutral,other
N004999,neutral,market_industry
N005000,neutral,ma_ownership
N005002,neutral,ma_ownership
N005004,neutral,leadership
N005005,neutral,earnings
N005006,neutral,ma_ownership
N005008,neutral,ma_ownership
N005009,neutral,leadership
N005012,neutral,market_industry
N005013,neutral,leadership
N005014,neutral,ma_ownership
N005015,neutral,ma_ownership
N005016,neutral,project_contract
N005017,neutral,other
N005021,neutral,other
N005022,neutral,ma_ownership
N005023,neutral,market_industry
N005024,neutral,ma_ownership
N005026,neutral,ma_ownership
N005027,neutral,leadership
N005028,positive,earnings
N005029,neutral,leadership
N005030,neutral,ma_ownership
N005031,neutral,leadership
N005032,neutral,leadership
N005034,neutral,other
N005036,neutral,earnings
N005040,neutral,other
N005041,neutral,leadership
N005042,neutral,ma_ownership
N005044,neutral,ma_ownership
N005045,neutral,other
N005046,neutral,other
N005048,neutral,leadership
N005049,neutral,leadership
N005050,neutral,other
N005051,neutral,leadership
N005052,neutral,leadership
N005053,neutral,leadership
N005054,neutral,leadership
N005056,neutral,leadership
N005058,neutral,other
N005059,neutral,other
N005060,neutral,market_industry
N005062,neutral,leadership
N005063,neutral,ma_ownership
N005064,neutral,other
N005065,positive,market_industry
N005066,neutral,market_industry
N005068,neutral,other
N005069,neutral,ma_ownership
N005072,neutral,project_contract
N005073,neutral,other
N005074,neutral,leadership
N005076,neutral,earnings
N005078,neutral,market_industry
N005079,neutral,project_contract
N005080,neutral,ma_ownership
N005081,neutral,market_industry
N005082,neutral,leadership
N005083,neutral,leadership
N005086,neutral,leadership
N005087,neutral,ma_ownership
N005088,neutral,market_industry
N005089,neutral,legal_regulatory
N005090,negative,leadership
N005092,neutral,other
N005093,neutral,leadership
N005094,neutral,ma_ownership
N005096,negative,leadership
N005097,neutral,leadership
N005099,neutral,other
N005100,neutral,other
N005104,neutral,legal_regulatory
N005105,neutral,leadership
N005107,neutral,leadership
N005108,neutral,other
N005109,neutral,leadership
N005110,positive,market_industry
N005114,neutral,ma_ownership
N005115,neutral,ma_ownership
N005116,neutral,leadership
N005117,neutral,project_contract
N005118,neutral,project_contract
N005121,neutral,ma_ownership
N005129,neutral,other
N005130,neutral,ma_ownership
N005131,neutral,ma_ownership
N005132,neutral,market_industry
N005133,neutral,leadership
N005134,neutral,ma_ownership
N005135,neutral,leadership
N005137,neutral,ma_ownership
N005139,neutral,market_industry
N005141,neutral,other
N005144,positive,leadership
N005145,negative,leadership
N005146,neutral,earnings
N005147,neutral,leadership
N005148,neutral,leadership
N005150,neutral,leadership
N005151,neutral,leadership
N005152,neutral,leadership
N005153,neutral,leadership
N005154,neutral,market_industry
N005155,neutral,leadership
N005156,neutral,leadership
N005157,neutral,earnings
N005158,neutral,earnings
N005159,neutral,earnings
N005160,neutral,earnings
N005161,neutral,ma_ownership
N005163,neutral,project_contract
N005164,neutral,other
N005166,neutral,ma_ownership
N005167,neutral,leadership
N005168,neutral,leadership
N005170,neutral,other
N005171,neutral,market_industry
N005172,neutral,leadership
N005173,neutral,leadership
N005174,neutral,market_industry
N005175,neutral,leadership
N005177,neutral,other
N005178,positive,earnings
N005179,neutral,leadership
N005180,positive,project_contract
N005181,neutral,other
N005182,neutral,other
N005183,neutral,leadership
N005184,neutral,leadership
N005185,neutral,dividend
N005189,neutral,ma_ownership
N005190,neutral,ma_ownership
N005191,neutral,market_industry
N005192,neutral,market_industry
N005193,neutral,leadership
N005198,neutral,ma_ownership
N005200,positive,earnings
N005201,neutral,other
N005202,neutral,other
N005203,neutral,project_contract
N005204,neutral,project_contract
N005205,neutral,project_contract
N005211,neutral,leadership
N005212,neutral,ma_ownership
N005213,neutral,leadership
N005214,neutral,market_industry
N005215,neutral,legal_regulatory
N005216,neutral,leadership
N005219,neutral,other
N005220,neutral,project_contract
N005221,neutral,legal_regulatory
N005222,neutral,market_industry
N005225,neutral,leadership
N005227,neutral,other
N005228,neutral,leadership
N005229,neutral,other
N005230,neutral,leadership
N005231,neutral,other
N005233,neutral,market_industry
N005235,neutral,leadership
N005237,neutral,ma_ownership
N005241,neutral,market_industry
N005242,neutral,other
N005243,neutral,ma_ownership
N005244,neutral,leadership
N005246,neutral,other
N005247,neutral,other
N005249,neutral,ma_ownership
N005250,neutral,ma_ownership
N005251,neutral,ma_ownership
N005252,neutral,ma_ownership
N005253,neutral,ma_ownership
N005255,neutral,legal_regulatory
N005256,neutral,leadership
N005257,neutral,other
N005258,neutral,other
N005259,neutral,other
N005261,neutral,leadership
N005262,neutral,leadership
N005263,neutral,ma_ownership
N005264,neutral,leadership
N005268,neutral,ma_ownership
N005269,neutral,leadership
N005270,neutral,other
N005271,negative,leadership
N005273,neutral,dividend
N005274,neutral,market_industry
N005276,neutral,ma_ownership
N005277,neutral,market_industry
N005278,neutral,legal_regulatory
N005282,neutral,leadership
N005283,neutral,ma_ownership
N005285,neutral,other
N005288,neutral,leadership
N005289,neutral,market_industry
N005290,neutral,other
N005292,neutral,other
N005293,neutral,ma_ownership
N005294,neutral,market_industry
N005296,neutral,other
N005297,neutral,other
N005300,neutral,market_industry
N005301,neutral,market_industry
N005302,neutral,leadership
N005304,neutral,market_industry
N005305,neutral,market_industry
N005306,neutral,ma_ownership
N005307,neutral,market_industry
N005308,neutral,leadership
N005309,neutral,ma_ownership
N005312,neutral,other
N005313,neutral,market_industry
N005314,neutral,ma_ownership
N005315,neutral,leadership
N005322,neutral,ma_ownership
N005323,neutral,leadership
N005324,neutral,other
N005325,neutral,ma_ownership
N005326,neutral,ma_ownership
N005327,neutral,ma_ownership
N005328,neutral,ma_ownership
N005329,neutral,other
N005330,neutral,other
N005331,neutral,other
N005332,neutral,market_industry
N005333,neutral,ma_ownership
N005334,neutral,other
N005335,neutral,debt_bond
N005336,neutral,other
N005337,neutral,debt_bond
N005338,neutral,other
N005339,neutral,market_industry
N005340,neutral,ma_ownership
N005341,neutral,other
N005342,neutral,legal_regulatory
N005343,neutral,leadership
N005344,neutral,leadership
N005345,neutral,ma_ownership
N005346,neutral,dividend
N005347,neutral,leadership
N005348,neutral,dividend
N005349,neutral,leadership
N005350,neutral,ma_ownership
N005351,neutral,dividend
N005352,neutral,capital_issuance
N005353,neutral,ma_ownership
N005354,neutral,other
N005355,neutral,dividend
N005356,neutral,legal_regulatory
N005357,neutral,dividend
N005358,neutral,market_industry
N005359,neutral,ma_ownership
N005360,neutral,dividend
N005361,neutral,leadership
N005362,neutral,other
N005363,neutral,capital_issuance
N005364,neutral,other
N005365,neutral,leadership
N005366,neutral,leadership
N005367,positive,market_industry
N005368,neutral,capital_issuance
N005369,neutral,legal_regulatory
N005370,neutral,other
N005371,neutral,debt_bond
N005372,neutral,legal_regulatory
N005373,neutral,debt_bond
N005374,neutral,legal_regulatory
N005375,neutral,other
N005376,neutral,other
N005377,neutral,other
N005378,neutral,ma_ownership
N005379,positive,earnings
N005380,neutral,legal_regulatory
N005381,neutral,project_contract
N005382,neutral,other
N005383,positive,earnings
N005384,neutral,legal_regulatory
N005385,neutral,leadership
N005386,neutral,ma_ownership
N005387,neutral,market_industry
N005388,neutral,other
N005389,neutral,leadership
N005390,neutral,ma_ownership
N005391,neutral,dividend
N005392,negative,earnings
N005393,neutral,ma_ownership
N005394,neutral,dividend
N005395,neutral,capital_issuance
N005396,neutral,dividend
N005397,neutral,leadership
N005398,neutral,other
N005399,neutral,ma_ownership
N005400,neutral,ma_ownership
N005401,neutral,leadership
N005402,neutral,capital_issuance
N005403,neutral,ma_ownership
N005404,neutral,dividend
N005405,neutral,dividend
N005406,neutral,capital_issuance
N005407,neutral,leadership
N005408,neutral,leadership
N005409,neutral,market_industry
N005410,neutral,ma_ownership
N005411,neutral,other
N005412,neutral,ma_ownership
N005413,neutral,ma_ownership
N005414,neutral,ma_ownership
N005415,neutral,leadership
N005416,neutral,ma_ownership
N005417,neutral,capital_issuance
N005418,neutral,other
N005419,neutral,dividend
N005420,neutral,market_industry
N005421,neutral,ma_ownership
N005422,neutral,market_industry
N005423,neutral,market_industry
N005424,neutral,ma_ownership
N005425,neutral,legal_regulatory
N005426,neutral,leadership
N005427,neutral,dividend
N005428,neutral,other
N005429,neutral,ma_ownership
N005430,neutral,other
N005431,neutral,other
N005432,neutral,market_industry
N005433,neutral,capital_issuance
N005434,neutral,other
N005435,neutral,leadership
N005436,neutral,legal_regulatory
N005437,neutral,ma_ownership
N005438,neutral,ma_ownership
N005439,neutral,leadership
N005440,neutral,other
N005441,neutral,ma_ownership
N005442,neutral,ma_ownership
N005443,neutral,ma_ownership
N005444,neutral,ma_ownership
N005445,neutral,ma_ownership
N005446,neutral,other
N005447,neutral,dividend
N005448,neutral,dividend
N005449,neutral,dividend
N005450,neutral,dividend
N005451,neutral,other
